id,requester_id,requester_name,items,urgency,status,created_at,fulfilled_by
4728615184,4728515792,Blaine Veterans Center Enhanced Shelter offered by Compass Housing Alliance,Sleeping Bag (21); Rice Pack (20); Sleeping Bag (22); Sleeping Bag (14),urgent,open,2025-10-18T21:30:56.500507,
4728615568,4728515792,Blaine Veterans Center Enhanced Shelter offered by Compass Housing Alliance,Sleeping Bag (24); Medical Kit (24); Sleeping Bag (21); Rice Pack (18),normal,open,2025-10-18T21:30:56.500574,
4728616080,4728515792,Blaine Veterans Center Enhanced Shelter offered by Compass Housing Alliance,Toothpaste (7); Winter Jacket (23),urgent,open,2025-10-18T21:30:56.500666,
4728616400,4728516112,Shelter offered at REACH Center of Hope,Medical Kit (23); Rice Pack (20); Medical Kit (15); Rice Pack (21),urgent,open,2025-10-18T21:30:56.500734,
4728616784,4728516112,Shelter offered at REACH Center of Hope,Rice Pack (17); Medical Kit (7),urgent,open,2025-10-18T21:30:56.500799,
4728617040,4728516112,Shelter offered at REACH Center of Hope,Rice Pack (15); Sleeping Bag (15),normal,open,2025-10-18T21:30:56.500943,
4728617232,4728516112,Shelter offered at REACH Center of Hope,Toothpaste (11); Medical Kit (14); Rice Pack (18),low,open,2025-10-18T21:30:56.501313,
4728617488,4728516112,Shelter offered at REACH Center of Hope,Medical Kit (24); Toothpaste (11); Warm Blanket (6); Rice Pack (21),urgent,open,2025-10-18T21:30:56.501414,
4728618064,4728516496,House of Hope operated by Mamma's Hands,Sleeping Bag (12); Canned Soup (13); Warm Blanket (13); Medical Kit (16),normal,open,2025-10-18T21:30:56.501516,
4728618384,4728516496,House of Hope operated by Mamma's Hands,Sleeping Bag (8); Rice Pack (16); Rice Pack (6),high,open,2025-10-18T21:30:56.501590,
4728618640,4728516496,House of Hope operated by Mamma's Hands,Warm Blanket (22); Toothpaste (24); Sleeping Bag (15); Sleeping Bag (14),high,open,2025-10-18T21:30:56.501688,
